gene_id,genome_accession,Ce,NC,NOSC
NZ_JAEG01000001.1_33,RS_GCF_000518785,-323.58000000000004,2797,-0.11568823739721132
NZ_JAEG01000001.1_34,RS_GCF_000518785,-109.87,1191,-0.09225020990764064
NZ_JAEG01000001.1_35,RS_GCF_000518785,-63.750000000000014,739,-0.08626522327469556
NZ_JAEG01000001.1_36,RS_GCF_000518785,-143.72,953,-0.15080797481636937
NZ_JAEG01000001.1_37,RS_GCF_000518785,-123.82,769,-0.16101430429128738
NZ_JAEG01000001.1_38,RS_GCF_000518785,-7.979999999999999,438,-0.018219178082191777
NZ_JAEG01000001.1_39,RS_GCF_000518785,-71.95000000000002,528,-0.13626893939393941
NZ_JAEG01000001.1_40,RS_GCF_000518785,-86.08,1155,-0.07452813852813853
NZ_JAEG01000001.1_41,RS_GCF_000518785,-199.73000000000002,1291,-0.15470952749806352
NZ_JAEG01000001.1_42,RS_GCF_000518785,-628.74,1977,-0.31802731411229135
NZ_JAEG01000001.1_43,RS_GCF_000518785,-584.88,2031,-0.28797636632200885
NZ_JAEG01000001.1_44,RS_GCF_000518785,-167.44,1626,-0.10297662976629766
NZ_JAEG01000001.1_45,RS_GCF_000518785,-241.07999999999998,1901,-0.12681746449237244
NZ_JAEG01000001.1_46,RS_GCF_000518785,-239.36999999999998,1856,-0.12897090517241377
NZ_JAEG01000001.1_47,RS_GCF_000518785,-13.620000000000003,394,-0.03456852791878173
NZ_JAEG01000001.1_48,RS_GCF_000518785,-151.45999999999998,1253,-0.120877893056664
NZ_JAEG01000001.1_49,RS_GCF_000518785,-121.69999999999999,1235,-0.09854251012145748
NZ_JAEG01000001.1_50,RS_GCF_000518785,-143.64999999999998,1322,-0.108661119515885
NZ_JAEG01000001.1_51,RS_GCF_000518785,-51.910000000000004,345,-0.15046376811594203
NZ_JAEG01000001.1_52,RS_GCF_000518785,-93.86,557,-0.16850987432675044
NZ_JAEG01000001.1_53,RS_GCF_000518785,-69.91,585,-0.11950427350427349
NZ_JAEG01000001.1_54,RS_GCF_000518785,-608.0,3988,-0.15245737211634905
NZ_JAEG01000001.1_55,RS_GCF_000518785,-51.910000000000004,704,-0.07373579545454546
NZ_JAEG01000001.1_56,RS_GCF_000518785,-377.11,1255,-0.3004860557768924
NZ_JAEG01000001.1_57,RS_GCF_000518785,-189.73000000000002,557,-0.3406283662477559
NZ_JAEG01000001.1_58,RS_GCF_000518785,-139.24,1393,-0.09995692749461595
NZ_JAEG01000001.1_59,RS_GCF_000518785,-145.8,693,-0.2103896103896104
NZ_JAEG01000001.1_60,RS_GCF_000518785,-103.03999999999999,1994,-0.05167502507522567
NZ_JAEG01000001.1_61,RS_GCF_000518785,-163.56,1202,-0.1360732113144759
NZ_JAEG01000001.1_62,RS_GCF_000518785,-165.93,704,-0.23569602272727275
NZ_JAEG01000001.1_63,RS_GCF_000518785,-139.54999999999998,1306,-0.10685298621745787
NZ_JAEG01000001.1_64,RS_GCF_000518785,-146.01,1230,-0.11870731707317073
NZ_JAEG01000001.1_65,RS_GCF_000518785,-192.14,1397,-0.1375375805297065
NZ_JAEG01000001.1_66,RS_GCF_000518785,-177.69,1096,-0.16212591240875912
NZ_JAEG01000001.1_67,RS_GCF_000518785,-108.33,893,-0.12131019036954087
NZ_JAEG01000001.1_68,RS_GCF_000518785,-121.82,1219,-0.0999343724364233
NZ_JAEG01000001.1_69,RS_GCF_000518785,-388.79999999999995,1381,-0.28153511947863863
NZ_JAEG01000001.1_70,RS_GCF_000518785,-401.21000000000004,1836,-0.2185239651416122
NZ_JAEG01000001.1_71,RS_GCF_000518785,-276.4,3781,-0.07310235387463633
NZ_JAEG01000001.1_72,RS_GCF_000518785,-221.89999999999998,1627,-0.13638598647818068
NZ_JAEG01000001.1_73,RS_GCF_000518785,-129.85999999999999,766,-0.16953002610966056
NZ_JAEG01000001.1_74,RS_GCF_000518785,-97.60000000000001,1215,-0.08032921810699589
NZ_JAEG01000001.1_75,RS_GCF_000518785,-228.22,1322,-0.1726323751891074
NZ_JAEG01000001.1_76,RS_GCF_000518785,-423.97,1957,-0.21664282064384263
NZ_JAEG01000001.1_77,RS_GCF_000518785,-357.12,3104,-0.11505154639175258
NZ_JAEG01000001.1_78,RS_GCF_000518785,-265.38,1963,-0.1351910341314315
NZ_JAEG01000001.1_79,RS_GCF_000518785,-167.39999999999998,1612,-0.10384615384615384
NZ_JAEG01000001.1_80,RS_GCF_000518785,24.650000000000006,1631,0.015113427345187006
NZ_JAEG01000001.1_81,RS_GCF_000518785,-481.26,1348,-0.3570178041543027
NZ_JAEG01000001.1_82,RS_GCF_000518785,-57.660000000000004,637,-0.09051805337519624
NZ_JAEG01000001.1_83,RS_GCF_000518785,-109.82000000000001,826,-0.13295399515738499
NZ_JAEG01000001.1_84,RS_GCF_000518785,-21.82999999999999,447,-0.0488366890380313
NZ_JAEG01000001.1_85,RS_GCF_000518785,-243.68,2215,-0.1100135440180587
NZ_JAEG01000001.1_86,RS_GCF_000518785,-119.57999999999998,1273,-0.09393558523173605
NZ_JAEG01000001.1_87,RS_GCF_000518785,-123.85000000000002,980,-0.12637755102040818
NZ_JAEG01000001.1_88,RS_GCF_000518785,-273.4,2043,-0.1338228095937347
NZ_JAEG01000001.1_89,RS_GCF_000518785,-173.64000000000001,1770,-0.09810169491525425
NZ_JAEG01000001.1_90,RS_GCF_000518785,-181.54,1382,-0.1313603473227207
NZ_JAEG01000001.1_91,RS_GCF_000518785,-147.44,1127,-0.1308251996450754
NZ_JAEG01000001.1_92,RS_GCF_000518785,-229.95,1749,-0.13147512864493996
NZ_JAEG01000001.1_93,RS_GCF_000518785,-341.17,2440,-0.13982377049180328
NZ_JAEG01000001.1_94,RS_GCF_000518785,-67.81,243,-0.2790534979423868
NZ_JAEG01000001.1_95,RS_GCF_000518785,-230.04,1211,-0.18995871180842278
NZ_JAEG01000001.1_96,RS_GCF_000518785,-205.62,1994,-0.10311935807422266
NZ_JAEG01000001.1_97,RS_GCF_000518785,-211.17,2009,-0.10511199601791936
NZ_JAEG01000001.1_98,RS_GCF_000518785,-93.87,611,-0.15363338788870703
NZ_JAEG01000001.1_99,RS_GCF_000518785,-53.919999999999995,595,-0.09062184873949579
NZ_JAEG01000001.1_100,RS_GCF_000518785,-147.54000000000002,1406,-0.10493598862019916
NZ_JAEG01000001.1_101,RS_GCF_000518785,-105.82,705,-0.15009929078014184
NZ_JAEG01000001.1_102,RS_GCF_000518785,-317.29999999999995,1001,-0.31698301698301695
NZ_JAEG01000001.1_103,RS_GCF_000518785,-433.06,2669,-0.16225552641438742
NZ_JAEG01000001.1_104,RS_GCF_000518785,-35.82000000000001,472,-0.07588983050847459
NZ_JAEG01000001.1_105,RS_GCF_000518785,-532.5899999999999,4586,-0.11613388573920626
NZ_JAEG01000001.1_106,RS_GCF_000518785,-105.79,578,-0.18302768166089967
NZ_JAEG01000001.1_107,RS_GCF_000518785,-201.53,1779,-0.11328274311410905
NZ_JAEG01000001.1_108,RS_GCF_000518785,-117.79999999999998,589,-0.19999999999999998
NZ_JAEG01000001.1_109,RS_GCF_000518785,-199.57999999999998,1595,-0.125128526645768
NZ_JAEG01000001.1_110,RS_GCF_000518785,-67.88999999999997,435,-0.1560689655172413
NZ_JAEG01000001.1_111,RS_GCF_000518785,-135.53,900,-0.15058888888888888
NZ_JAEG01000001.1_112,RS_GCF_000518785,-193.6,588,-0.3292517006802721
NZ_JAEG01000001.1_113,RS_GCF_000518785,-155.92000000000002,1577,-0.0988712745719721
NZ_JAEG01000001.1_114,RS_GCF_000518785,-167.51999999999998,1035,-0.1618550724637681
NZ_JAEG01000001.1_115,RS_GCF_000518785,-163.90000000000003,1289,-0.1271528316524438
NZ_JAEG01000001.1_116,RS_GCF_000518785,-167.91,1109,-0.15140667267808836
NZ_JAEG01000001.1_117,RS_GCF_000518785,-79.95999999999998,830,-0.09633734939759034
NZ_JAEG01000001.1_118,RS_GCF_000518785,-201.68,1720,-0.11725581395348837
NZ_JAEG01000001.1_119,RS_GCF_000518785,-746.6700000000001,6657,-0.1121631365479946
NZ_JAEG01000001.1_120,RS_GCF_000518785,-177.91,1040,-0.17106730769230769
NZ_JAEG01000001.1_121,RS_GCF_000518785,-50.019999999999996,505,-0.09904950495049504
NZ_JAEG01000001.1_122,RS_GCF_000518785,-12.059999999999999,414,-0.029130434782608693
NZ_JAEG01000001.1_123,RS_GCF_000518785,-487.15000000000003,1357,-0.3589904200442152
NZ_JAEG01000001.1_124,RS_GCF_000518785,-139.78,297,-0.47063973063973064
NZ_JAEG01000001.1_125,RS_GCF_000518785,75.50999999999999,2277,0.033162055335968374
NZ_JAEG01000001.1_126,RS_GCF_000518785,-137.89999999999998,980,-0.14071428571428568
NZ_JAEG01000001.1_127,RS_GCF_000518785,-325.61,1962,-0.16595820591233437
NZ_JAEG01000001.1_128,RS_GCF_000518785,-199.56,1207,-0.16533554266777134
NZ_JAEG01000001.1_129,RS_GCF_000518785,-415.27,2964,-0.14010458839406206
NZ_JAEG01000001.1_130,RS_GCF_000518785,-251.92,1274,-0.19773940345368915
NZ_JAEG01000001.1_131,RS_GCF_000518785,-89.8,483,-0.18592132505175982
NZ_JAEG01000001.1_132,RS_GCF_000518785,-59.41,732,-0.08116120218579234
NZ_JAEG01000001.1_133,RS_GCF_000518785,-221.39000000000001,1548,-0.1430167958656331
NZ_JAEG01000001.1_134,RS_GCF_000518785,-165.83999999999997,1031,-0.16085354025218232
NZ_JAEG01000001.1_135,RS_GCF_000518785,-257.90999999999997,1804,-0.14296563192904654
NZ_JAEG01000001.1_136,RS_GCF_000518785,-237.76,1317,-0.18053151100987092
NZ_JAEG01000001.1_137,RS_GCF_000518785,-299.22,2021,-0.14805541810984663
NZ_JAEG01000001.1_138,RS_GCF_000518785,-221.46000000000004,1577,-0.14043119847812305
NZ_JAEG01000001.1_139,RS_GCF_000518785,-323.48,1572,-0.2057760814249364
NZ_JAEG01000001.1_140,RS_GCF_000518785,-95.75,697,-0.1373744619799139
NZ_JAEG01000001.1_141,RS_GCF_000518785,-117.86000000000001,1159,-0.10169111302847283
NZ_JAEG01000001.1_142,RS_GCF_000518785,-249.11999999999998,2201,-0.11318491594729667
NZ_JAEG01000001.1_143,RS_GCF_000518785,-85.86999999999999,462,-0.18586580086580085
NZ_JAEG01000001.1_144,RS_GCF_000518785,-195.85,761,-0.2573587385019711
NZ_JAEG01000001.1_145,RS_GCF_000518785,-225.73,1859,-0.12142549757934373
NZ_JAEG01000001.1_146,RS_GCF_000518785,-179.27999999999997,1969,-0.09105129507364143
NZ_JAEG01000001.1_147,RS_GCF_000518785,-277.88,1619,-0.17163681284743668
NZ_JAEG01000001.1_148,RS_GCF_000518785,-309.37,1619,-0.19108709079678815
NZ_JAEG01000001.1_149,RS_GCF_000518785,-113.65,1192,-0.09534395973154362
NZ_JAEG01000001.1_150,RS_GCF_000518785,-77.72000000000001,863,-0.09005793742757823
NZ_JAEG01000001.1_151,RS_GCF_000518785,-733.35,2905,-0.25244406196213426
NZ_JAEG01000001.1_152,RS_GCF_000518785,-165.57999999999998,1210,-0.13684297520661157
NZ_JAEG01000001.1_153,RS_GCF_000518785,-57.82,256,-0.225859375
NZ_JAEG01000001.1_154,RS_GCF_000518785,-157.48999999999998,1372,-0.11478862973760931
NZ_JAEG01000001.1_155,RS_GCF_000518785,-448.98,2673,-0.1679685746352413
NZ_JAEG01000001.1_156,RS_GCF_000518785,-149.58,817,-0.1830844553243574
NZ_JAEG01000001.1_157,RS_GCF_000518785,-490.95000000000005,3597,-0.136488740617181
NZ_JAEG01000001.1_158,RS_GCF_000518785,-59.83000000000001,262,-0.22835877862595425
NZ_JAEG01000001.1_159,RS_GCF_000518785,-327.38,2231,-0.14674137158225012
NZ_JAEG01000001.1_160,RS_GCF_000518785,-207.98000000000002,1637,-0.1270494807574832
NZ_JAEG01000001.1_161,RS_GCF_000518785,-259.37,1943,-0.13348944930519815
NZ_JAEG01000001.1_162,RS_GCF_000518785,-483.08000000000004,1582,-0.30536030341340076
NZ_JAEG01000001.1_163,RS_GCF_000518785,-479.04,1628,-0.2942506142506143
NZ_JAEG01000001.1_164,RS_GCF_000518785,-321.72,1783,-0.18043746494671903
NZ_JAEG01000001.1_165,RS_GCF_000518785,-381.37,4138,-0.09216288061865635
NZ_JAEG01000001.1_166,RS_GCF_000518785,-167.32999999999998,1279,-0.1308287724784988
NZ_JAEG01000001.1_167,RS_GCF_000518785,-223.29999999999998,1787,-0.12495803021824285
NZ_JAEG01000001.1_168,RS_GCF_000518785,-189.73000000000002,1719,-0.11037230948225714
NZ_JAEG01000001.1_169,RS_GCF_000518785,-152.44,2749,-0.055452891960712986
NZ_JAEG01000001.1_170,RS_GCF_000518785,-135.14,1405,-0.09618505338078291
NZ_JAEG01000001.1_171,RS_GCF_000518785,-267.29999999999995,1088,-0.2456801470588235
NZ_JAEG01000001.1_172,RS_GCF_000518785,-59.94,680,-0.08814705882352941
NZ_JAEG01000001.1_173,RS_GCF_000518785,-75.71000000000001,638,-0.11866771159874609
NZ_JAEG01000001.1_174,RS_GCF_000518785,-181.62,1823,-0.0996269884805266
NZ_JAEG01000001.1_175,RS_GCF_000518785,-127.64000000000001,1038,-0.12296724470134876
NZ_JAEG01000001.1_176,RS_GCF_000518785,-437.14,2115,-0.2066855791962175
NZ_JAEG01000001.1_177,RS_GCF_000518785,-189.74,1190,-0.1594453781512605
NZ_JAEG01000001.1_178,RS_GCF_000518785,-466.90000000000003,1565,-0.29833865814696486
NZ_JAEG01000001.1_179,RS_GCF_000518785,-155.85999999999999,1227,-0.12702526487367563
NZ_JAEG01000001.1_180,RS_GCF_000518785,14.060000000000006,782,0.01797953964194374
NZ_JAEG01000001.1_181,RS_GCF_000518785,-101.97,820,-0.12435365853658537
NZ_JAEG01000001.1_182,RS_GCF_000518785,-371.28,2319,-0.16010349288486414
NZ_JAEG01000001.1_183,RS_GCF_000518785,-88.21000000000001,664,-0.13284638554216868
NZ_JAEG01000001.1_184,RS_GCF_000518785,-269.41999999999996,856,-0.3147429906542056
NZ_JAEG01000001.1_185,RS_GCF_000518785,-401.22,1589,-0.25249842668344874
NZ_JAEG01000001.1_186,RS_GCF_000518785,-281.02000000000004,1206,-0.23301824212271977
NZ_JAEG01000001.1_187,RS_GCF_000518785,-41.83,168,-0.24898809523809523
NZ_JAEG01000001.1_188,RS_GCF_000518785,-191.57,2156,-0.0888543599257885
NZ_JAEG01000001.1_189,RS_GCF_000518785,-112.03999999999999,704,-0.15914772727272727
NZ_JAEG01000001.1_190,RS_GCF_000518785,-17.609999999999992,653,-0.0269678407350689
NZ_JAEG01000001.1_191,RS_GCF_000518785,-273.40999999999997,2135,-0.12806088992974238
NZ_JAEG01000001.1_192,RS_GCF_000518785,-203.69,1664,-0.12240985576923077
NZ_JAEG01000001.1_193,RS_GCF_000518785,-47.830000000000005,336,-0.1423511904761905
NZ_JAEG01000001.1_194,RS_GCF_000518785,-98.17999999999999,966,-0.10163561076604555
NZ_JAEG01000001.1_195,RS_GCF_000518785,-100.06,829,-0.12069963811821471
NZ_JAEG01000001.1_196,RS_GCF_000518785,-502.87000000000006,2949,-0.17052221091895559
NZ_JAEG01000001.1_197,RS_GCF_000518785,-121.77,764,-0.15938481675392668
NZ_JAEG01000001.1_198,RS_GCF_000518785,-95.94999999999999,310,-0.309516129032258
NZ_JAEG01000001.1_199,RS_GCF_000518785,-34.21000000000001,289,-0.11837370242214536
NZ_JAEG01000001.1_200,RS_GCF_000518785,-231.57999999999998,731,-0.3167989056087551
NZ_JAEG01000001.1_201,RS_GCF_000518785,-405.86,4929,-0.08234124568878069
NZ_JAEG01000001.1_202,RS_GCF_000518785,-203.49,1546,-0.1316235446313066
NZ_JAEG01000001.1_203,RS_GCF_000518785,-577.03,3338,-0.17286698621929297
NZ_JAEG01000001.1_204,RS_GCF_000518785,-199.32000000000002,614,-0.3246254071661238
NZ_JAEG01000001.1_205,RS_GCF_000518785,-71.93,521,-0.13806142034548946
NZ_JAEG01000001.1_206,RS_GCF_000518785,-261.64,2860,-0.09148251748251748
NZ_JAEG01000001.1_207,RS_GCF_000518785,-87.82,781,-0.11244558258642764
NZ_JAEG01000001.1_208,RS_GCF_000518785,-203.62,939,-0.21684771033013844
NZ_JAEG01000001.1_209,RS_GCF_000518785,-87.89,968,-0.09079545454545454
NZ_JAEG01000001.1_210,RS_GCF_000518785,-389.12,1313,-0.29635948210205637
NZ_JAEG01000001.1_211,RS_GCF_000518785,-165.51,1660,-0.09970481927710843
NZ_JAEG01000001.1_212,RS_GCF_000518785,-52.040000000000006,358,-0.14536312849162014
NZ_JAEG01000001.1_213,RS_GCF_000518785,-34.050000000000004,345,-0.09869565217391306
NZ_JAEG01000001.1_214,RS_GCF_000518785,-217.83,1450,-0.15022758620689655
NZ_JAEG01000001.1_215,RS_GCF_000518785,-97.67000000000002,1183,-0.0825612848689772
NZ_JAEG01000001.1_216,RS_GCF_000518785,-289.76,2237,-0.12953062136790344
NZ_JAEG01000001.1_217,RS_GCF_000518785,-393.57,3188,-0.12345357590966123
NZ_JAEG01000001.1_218,RS_GCF_000518785,-213.73000000000002,535,-0.3994953271028038
NZ_JAEG01000001.1_219,RS_GCF_000518785,-219.99999999999997,1470,-0.1496598639455782
NZ_JAEG01000001.1_220,RS_GCF_000518785,-191.72,1768,-0.10843891402714932
NZ_JAEG01000001.1_221,RS_GCF_000518785,-61.82,933,-0.06625937834941051
NZ_JAEG01000001.1_222,RS_GCF_000518785,-44.12000000000001,480,-0.09191666666666669
NZ_JAEG01000001.1_223,RS_GCF_000518785,-221.8,1288,-0.1722049689440994
NZ_JAEG01000001.1_224,RS_GCF_000518785,-329.32000000000005,1097,-0.300200546946217
NZ_JAEG01000001.1_225,RS_GCF_000518785,-73.99999999999999,506,-0.1462450592885375
NZ_JAEG01000001.1_226,RS_GCF_000518785,-179.60999999999999,1018,-0.17643418467583497
NZ_JAEG01000001.1_227,RS_GCF_000518785,-4.010000000000002,217,-0.018479262672811067
NZ_JAEG01000001.1_228,RS_GCF_000518785,-37.89,228,-0.1661842105263158
NZ_JAEG01000001.1_229,RS_GCF_000518785,-205.98000000000002,1121,-0.18374665477252455
NZ_JAEG01000001.1_230,RS_GCF_000518785,-231.07,2478,-0.09324858757062146
NZ_JAEG01000001.1_231,RS_GCF_000518785,-51.54,1102,-0.04676950998185118
NZ_JAEG01000001.1_232,RS_GCF_000518785,-176.14,1075,-0.16385116279069767
NZ_JAEG01000001.1_233,RS_GCF_000518785,-179.45,1235,-0.14530364372469634
NZ_JAEG01000001.1_234,RS_GCF_000518785,-73.91,573,-0.12898778359511343
NZ_JAEG01000001.1_235,RS_GCF_000518785,-241.4,2813,-0.08581585495911838
NZ_JAEG01000001.1_236,RS_GCF_000518785,-181.18,1696,-0.10682783018867925
NZ_JAEG01000001.1_237,RS_GCF_000518785,-169.94,1525,-0.11143606557377049
NZ_JAEG01000001.1_238,RS_GCF_000518785,-245.89,1646,-0.1493863912515188
NZ_JAEG01000001.1_239,RS_GCF_000518785,-467.4,1516,-0.308311345646438
NZ_JAEG01000001.1_240,RS_GCF_000518785,-257.48,1609,-0.16002486016159106
NZ_JAEG01000001.1_241,RS_GCF_000518785,-275.84,2266,-0.12172992056487202
NZ_JAEG01000001.1_242,RS_GCF_000518785,-47.900000000000006,194,-0.2469072164948454
NZ_JAEG01000001.1_243,RS_GCF_000518785,-81.83,970,-0.08436082474226804
NZ_JAEG01000001.1_244,RS_GCF_000518785,-133.87,657,-0.20375951293759514
NZ_JAEG01000001.1_245,RS_GCF_000518785,-59.589999999999996,644,-0.0925310559006211
NZ_JAEG01000001.1_246,RS_GCF_000518785,-157.57,1604,-0.0982356608478803
NZ_JAEG01000001.1_247,RS_GCF_000518785,-329.53,1884,-0.17490976645435244
NZ_JAEG01000001.1_248,RS_GCF_000518785,-103.99,1075,-0.09673488372093023
NZ_JAEG01000001.1_249,RS_GCF_000518785,-227.7,1617,-0.14081632653061224
NZ_JAEG01000001.1_250,RS_GCF_000518785,-311.15999999999997,2597,-0.11981517135155947
NZ_JAEG01000001.1_251,RS_GCF_000518785,-177.60000000000002,1282,-0.1385335413416537
NZ_JAEG01000001.1_252,RS_GCF_000518785,-141.51999999999998,1354,-0.104519940915805
NZ_JAEG01000001.1_253,RS_GCF_000518785,-73.80999999999999,405,-0.1822469135802469
NZ_JAEG01000001.1_254,RS_GCF_000518785,-70.04,1064,-0.06582706766917294
NZ_JAEG01000001.1_255,RS_GCF_000518785,-241.49,1617,-0.1493444650587508
NZ_JAEG01000001.1_256,RS_GCF_000518785,-155.56,965,-0.1612020725388601
NZ_JAEG01000001.1_257,RS_GCF_000518785,-203.73999999999998,1828,-0.11145514223194747
NZ_JAEG01000001.1_258,RS_GCF_000518785,-191.45,1750,-0.1094
NZ_JAEG01000001.1_259,RS_GCF_000518785,-247.85999999999999,685,-0.36183941605839415
NZ_JAEG01000001.1_260,RS_GCF_000518785,-83.71,802,-0.10437655860349127
NZ_JAEG01000001.1_261,RS_GCF_000518785,-133.71000000000004,897,-0.14906354515050171
NZ_JAEG01000001.1_262,RS_GCF_000518785,-143.76,781,-0.18407170294494238
NZ_JAEG01000001.1_263,RS_GCF_000518785,-83.91000000000001,329,-0.2550455927051672
NZ_JAEG01000001.1_264,RS_GCF_000518785,-37.910000000000004,252,-0.15043650793650795
NZ_JAEG01000001.1_265,RS_GCF_000518785,-35.879999999999995,217,-0.16534562211981566
NZ_JAEG01000001.1_266,RS_GCF_000518785,-462.15999999999997,4441,-0.10406665165503265
NZ_JAEG01000001.1_267,RS_GCF_000518785,-319.63,997,-0.32059177532597793
NZ_JAEG01000001.1_268,RS_GCF_000518785,-145.66000000000003,449,-0.3244097995545658
NZ_JAEG01000001.1_269,RS_GCF_000518785,16.090000000000003,799,0.020137672090112645
NZ_JAEG01000001.1_270,RS_GCF_000518785,-707.11,4752,-0.14880260942760942
NZ_JAEG01000001.1_271,RS_GCF_000518785,-115.31,1815,-0.06353168044077136
NZ_JAEG01000001.1_272,RS_GCF_000518785,-209.36,1342,-0.1560059612518629
NZ_JAEG01000001.1_273,RS_GCF_000518785,-603.27,2685,-0.22468156424581004
NZ_JAEG01000001.1_274,RS_GCF_000518785,-572.9000000000001,1495,-0.3832107023411372
NZ_JAEG01000001.1_275,RS_GCF_000518785,-315.54999999999995,2286,-0.13803587051618546
NZ_JAEG01000001.1_276,RS_GCF_000518785,-136.05,607,-0.22413509060955522
NZ_JAEG01000001.1_277,RS_GCF_000518785,-335.05,2328,-0.14392182130584194
NZ_JAEG01000001.1_278,RS_GCF_000518785,-327.62,1677,-0.19536076326774002
NZ_JAEG01000001.1_279,RS_GCF_000518785,-66.41,1598,-0.04155819774718398
NZ_JAEG01000001.1_280,RS_GCF_000518785,-504.74000000000007,1587,-0.3180466288594833
NZ_JAEG01000001.1_281,RS_GCF_000518785,-53.68,577,-0.09303292894280762
NZ_JAEG01000001.1_282,RS_GCF_000518785,-146.09,989,-0.1477148634984833
NZ_JAEG01000001.1_283,RS_GCF_000518785,-384.76,3037,-0.12669081330260124
NZ_JAEG01000001.1_284,RS_GCF_000518785,-129.92999999999998,1068,-0.1216573033707865
NZ_JAEG01000001.1_285,RS_GCF_000518785,-464.96000000000004,1560,-0.29805128205128206
NZ_JAEG01000001.1_286,RS_GCF_000518785,-915.22,5691,-0.16081883675979616
NZ_JAEG01000001.1_287,RS_GCF_000518785,-63.92,520,-0.12292307692307693
NZ_JAEG01000001.1_288,RS_GCF_000518785,-605.92,3395,-0.1784742268041237
NZ_JAEG01000001.1_289,RS_GCF_000518785,-327.48,1183,-0.276821639898563
NZ_JAEG01000001.1_290,RS_GCF_000518785,-103.58,787,-0.13161372299872934
NZ_JAEG01000001.1_291,RS_GCF_000518785,-469.08000000000004,2948,-0.1591180461329715
NZ_JAEG01000001.1_292,RS_GCF_000518785,-245.79,2059,-0.11937348227294803
NZ_JAEG01000001.1_293,RS_GCF_000518785,-257.40999999999997,1740,-0.14793678160919538
NZ_JAEG01000001.1_294,RS_GCF_000518785,-471.20000000000005,1490,-0.3162416107382551
NZ_JAEG01000001.1_295,RS_GCF_000518785,-542.7,1844,-0.29430585683297183
NZ_JAEG01000001.1_296,RS_GCF_000518785,-337.9,2397,-0.14096787651230705
NZ_JAEG01000001.1_297,RS_GCF_000518785,-366.87000000000006,1299,-0.28242494226327947
NZ_JAEG01000001.1_298,RS_GCF_000518785,-259.74,1867,-0.139121585431173
NZ_JAEG01000001.1_299,RS_GCF_000518785,-556.97,1628,-0.34211916461916464
NZ_JAEG01000001.1_300,RS_GCF_000518785,-369.13,1220,-0.3025655737704918
NZ_JAEG01000001.1_301,RS_GCF_000518785,-261.28999999999996,2496,-0.10468349358974358
