gene_id,genome_accession,Ce,NC,NOSC
DXIQ01000049.1_40,GB_GCA_019112785,-191.78999999999996,1221,-0.15707616707616703
DXIQ01000049.1_41,GB_GCA_019112785,-25.770000000000003,303,-0.08504950495049506
DXIQ01000050.1_1,GB_GCA_019112785,-65.87,158,-0.41689873417721524
DXIQ01000050.1_2,GB_GCA_019112785,-307.58,2005,-0.15340648379052368
DXIQ01000050.1_3,GB_GCA_019112785,-209.16000000000003,1678,-0.12464839094159716
DXIQ01000050.1_4,GB_GCA_019112785,-283.35,1720,-0.16473837209302328
DXIQ01000050.1_5,GB_GCA_019112785,-372.89,2266,-0.164558693733451
DXIQ01000050.1_6,GB_GCA_019112785,-399.41999999999996,2114,-0.18894039735099336
DXIQ01000050.1_7,GB_GCA_019112785,-243.37,1890,-0.12876719576719578
DXIQ01000050.1_8,GB_GCA_019112785,-74.08999999999999,492,-0.15058943089430893
DXIQ01000050.1_9,GB_GCA_019112785,-343.11,2427,-0.14137206427688506
DXIQ01000050.1_10,GB_GCA_019112785,-107.61000000000001,782,-0.13760869565217393
DXIQ01000050.1_11,GB_GCA_019112785,-616.0699999999999,2456,-0.25084283387622147
DXIQ01000050.1_12,GB_GCA_019112785,-156.1,837,-0.18649940262843487
DXIQ01000050.1_13,GB_GCA_019112785,-664.08,4092,-0.16228739002932552
DXIQ01000050.1_14,GB_GCA_019112785,-228.0,1215,-0.18765432098765433
DXIQ01000050.1_15,GB_GCA_019112785,-223.74,1743,-0.12836488812392427
DXIQ01000050.1_16,GB_GCA_019112785,-163.71,468,-0.3498076923076923
DXIQ01000050.1_17,GB_GCA_019112785,-389.28,1697,-0.22939304655274012
DXIQ01000050.1_18,GB_GCA_019112785,-241.44,1485,-0.16258585858585858
DXIQ01000050.1_19,GB_GCA_019112785,-1015.4,4273,-0.23763164053358296
DXIQ01000050.1_20,GB_GCA_019112785,-357.34999999999997,2138,-0.16714218896164637
DXIQ01000050.1_21,GB_GCA_019112785,-229.17999999999998,2297,-0.09977361776229864
DXIQ01000050.1_22,GB_GCA_019112785,-271.52,1681,-0.16152290303390837
DXIQ01000050.1_23,GB_GCA_019112785,-367.48,2229,-0.16486316733961418
DXIQ01000050.1_24,GB_GCA_019112785,-287.27,1525,-0.18837377049180326
DXIQ01000050.1_25,GB_GCA_019112785,-385.0400000000001,1261,-0.3053449643140365
DXIQ01000050.1_26,GB_GCA_019112785,-357.53999999999996,1299,-0.2752424942263279
DXIQ01000050.1_27,GB_GCA_019112785,-139.87,704,-0.1986789772727273
DXIQ01000050.1_28,GB_GCA_019112785,-423.74,2569,-0.16494355780459324
DXIQ01000050.1_29,GB_GCA_019112785,-249.70999999999998,1414,-0.17659830268741158
DXIQ01000050.1_30,GB_GCA_019112785,-164.3,1119,-0.14682752457551387
DXIQ01000050.1_31,GB_GCA_019112785,-581.27,2539,-0.22893658920834975
DXIQ01000050.1_32,GB_GCA_019112785,-708.56,2839,-0.2495808383233533
DXIQ01000050.1_33,GB_GCA_019112785,-169.97,1155,-0.14716017316017316
DXIQ01000050.1_34,GB_GCA_019112785,-333.94,1386,-0.24093795093795092
DXIQ01000050.1_35,GB_GCA_019112785,-143.89,763,-0.1885845347313237
DXIQ01000050.1_36,GB_GCA_019112785,-230.98000000000002,1711,-0.13499707773232028
DXIQ01000050.1_37,GB_GCA_019112785,-634.49,2311,-0.27455214192990046
DXIQ01000050.1_38,GB_GCA_019112785,-453.11,2646,-0.17124338624338625
DXIQ01000050.1_39,GB_GCA_019112785,-272.18000000000006,790,-0.34453164556962035
DXIQ01000050.1_40,GB_GCA_019112785,-89.34,1865,-0.047903485254691694
DXIQ01000050.1_41,GB_GCA_019112785,-322.77000000000004,3395,-0.09507216494845362
DXIQ01000050.1_42,GB_GCA_019112785,-86.93,1962,-0.04430682976554536
DXIQ01000050.1_43,GB_GCA_019112785,-232.13,1690,-0.13735502958579882
DXIQ01000050.1_44,GB_GCA_019112785,-97.78999999999999,806,-0.1213275434243176
DXIQ01000050.1_45,GB_GCA_019112785,-736.5600000000001,2278,-0.3233362598770852
DXIQ01000050.1_46,GB_GCA_019112785,-514.97,2961,-0.17391759540695712
DXIQ01000050.1_47,GB_GCA_019112785,-41.96,279,-0.15039426523297492
DXIQ01000050.1_48,GB_GCA_019112785,-47.970000000000006,326,-0.1471472392638037
DXIQ01000050.1_49,GB_GCA_019112785,-59.83999999999999,766,-0.07812010443864228
DXIQ01000050.1_50,GB_GCA_019112785,-28.009999999999998,167,-0.16772455089820357
DXIQ01000051.1_1,GB_GCA_019112785,-81.95,379,-0.2162269129287599
DXIQ01000051.1_2,GB_GCA_019112785,-196.0,997,-0.19658976930792377
DXIQ01000051.1_3,GB_GCA_019112785,-252.14999999999998,1317,-0.19145785876993165
DXIQ01000051.1_4,GB_GCA_019112785,-173.28,1334,-0.12989505247376312
DXIQ01000051.1_5,GB_GCA_019112785,-403.2,2607,-0.15466052934407365
DXIQ01000051.1_6,GB_GCA_019112785,-479.97,2487,-0.19299155609167673
DXIQ01000051.1_7,GB_GCA_019112785,-145.69000000000003,1073,-0.13577819198508856
DXIQ01000051.1_8,GB_GCA_019112785,-301.92999999999995,1867,-0.16171933583288695
DXIQ01000051.1_9,GB_GCA_019112785,-262.1,1137,-0.23051890941073
DXIQ01000051.1_10,GB_GCA_019112785,-201.57999999999998,1240,-0.16256451612903225
DXIQ01000051.1_11,GB_GCA_019112785,-355.63,1855,-0.1917142857142857
DXIQ01000051.1_12,GB_GCA_019112785,-263.8,1187,-0.22224094355518115
DXIQ01000051.1_13,GB_GCA_019112785,-577.68,3253,-0.17758376882877341
DXIQ01000051.1_14,GB_GCA_019112785,-301.48,2297,-0.13124945581192862
DXIQ01000051.1_15,GB_GCA_019112785,-269.69,1628,-0.16565724815724817
DXIQ01000051.1_16,GB_GCA_019112785,-115.83000000000001,879,-0.13177474402730377
DXIQ01000051.1_17,GB_GCA_019112785,-397.03999999999996,1333,-0.29785446361590395
DXIQ01000051.1_18,GB_GCA_019112785,-81.8,648,-0.12623456790123455
DXIQ01000051.1_19,GB_GCA_019112785,-139.68,1025,-0.13627317073170733
DXIQ01000051.1_20,GB_GCA_019112785,-437.56,1661,-0.26343166767007825
DXIQ01000051.1_21,GB_GCA_019112785,-283.49,1773,-0.159892836999436
DXIQ01000051.1_22,GB_GCA_019112785,-469.73,2452,-0.19157014681892334
DXIQ01000051.1_23,GB_GCA_019112785,-221.98000000000002,1054,-0.21060721062618598
DXIQ01000051.1_24,GB_GCA_019112785,12.230000000000004,2226,0.005494159928122194
DXIQ01000051.1_25,GB_GCA_019112785,-203.61,1293,-0.1574709976798144
DXIQ01000051.1_26,GB_GCA_019112785,-111.63,691,-0.16154848046309694
DXIQ01000051.1_27,GB_GCA_019112785,-1093.43,3926,-0.27850993377483446
DXIQ01000051.1_28,GB_GCA_019112785,-207.54000000000002,1240,-0.1673709677419355
DXIQ01000051.1_29,GB_GCA_019112785,-309.34999999999997,1745,-0.1772779369627507
DXIQ01000051.1_30,GB_GCA_019112785,-259.65,1138,-0.2281634446397188
DXIQ01000051.1_31,GB_GCA_019112785,-102.18,794,-0.12869017632241814
DXIQ01000051.1_32,GB_GCA_019112785,-177.96,619,-0.28749596122778676
DXIQ01000051.1_33,GB_GCA_019112785,-530.83,2936,-0.18080040871934605
DXIQ01000051.1_34,GB_GCA_019112785,-327.25,954,-0.34302935010482183
DXIQ01000051.1_35,GB_GCA_019112785,-175.6,1438,-0.12211404728789986
DXIQ01000051.1_36,GB_GCA_019112785,-922.31,3473,-0.2655657932623092
DXIQ01000051.1_37,GB_GCA_019112785,-108.09,390,-0.27715384615384614
DXIQ01000051.1_38,GB_GCA_019112785,-109.75999999999999,812,-0.13517241379310344
DXIQ01000051.1_39,GB_GCA_019112785,-421.26000000000005,1427,-0.2952067274001402
DXIQ01000051.1_40,GB_GCA_019112785,-25.189999999999998,1607,-0.01567517112632234
DXIQ01000051.1_41,GB_GCA_019112785,-449.07000000000005,1502,-0.2989813581890813
DXIQ01000051.1_42,GB_GCA_019112785,-275.64,1560,-0.17669230769230768
DXIQ01000051.1_43,GB_GCA_019112785,-173.5,1262,-0.13748019017432647
DXIQ01000051.1_44,GB_GCA_019112785,-254.94,1957,-0.13027082268778742
DXIQ01000051.1_45,GB_GCA_019112785,-25.67,688,-0.03731104651162791
DXIQ01000051.1_46,GB_GCA_019112785,-121.83000000000001,864,-0.14100694444444445
DXIQ01000051.1_47,GB_GCA_019112785,-47.9,279,-0.17168458781362006
DXIQ01000051.1_48,GB_GCA_019112785,-73.99999999999999,455,-0.16263736263736261
DXIQ01000051.1_49,GB_GCA_019112785,-21.770000000000003,757,-0.02875825627476883
DXIQ01000051.1_50,GB_GCA_019112785,-33.72999999999999,358,-0.09421787709497204
DXIQ01000051.1_51,GB_GCA_019112785,-129.97,879,-0.14786120591581342
DXIQ01000051.1_52,GB_GCA_019112785,-165.61,1075,-0.15405581395348839
DXIQ01000051.1_53,GB_GCA_019112785,-191.83,942,-0.20364118895966032
DXIQ01000051.1_54,GB_GCA_019112785,-303.13,2320,-0.1306594827586207
DXIQ01000051.1_55,GB_GCA_019112785,-405.12000000000006,982,-0.41254582484725055
DXIQ01000051.1_56,GB_GCA_019112785,-200.01000000000005,1088,-0.18383272058823533
DXIQ01000051.1_57,GB_GCA_019112785,-195.79,1391,-0.1407548526240115
DXIQ01000051.1_58,GB_GCA_019112785,-487.17999999999995,2007,-0.24274040857000495
DXIQ01000051.1_59,GB_GCA_019112785,-245.51999999999998,965,-0.25442487046632123
DXIQ01000051.1_60,GB_GCA_019112785,-269.63,1476,-0.1826761517615176
DXIQ01000051.1_61,GB_GCA_019112785,-177.31,1430,-0.123993006993007
DXIQ01000051.1_62,GB_GCA_019112785,-145.92,836,-0.17454545454545453
DXIQ01000051.1_63,GB_GCA_019112785,-123.93,604,-0.20518211920529802
DXIQ01000051.1_64,GB_GCA_019112785,-101.69999999999999,873,-0.11649484536082473
DXIQ01000051.1_65,GB_GCA_019112785,-163.85,883,-0.18556058890147226
DXIQ01000051.1_66,GB_GCA_019112785,-27.420000000000005,1054,-0.026015180265654653
DXIQ01000051.1_67,GB_GCA_019112785,-413.2,2351,-0.17575499787324542
DXIQ01000052.1_1,GB_GCA_019112785,-23.93,268,-0.0892910447761194
DXIQ01000052.1_2,GB_GCA_019112785,-485.30999999999995,1464,-0.3314959016393442
DXIQ01000052.1_3,GB_GCA_019112785,-211.55,1325,-0.15966037735849056
DXIQ01000052.1_4,GB_GCA_019112785,-143.65,1253,-0.11464485235434957
DXIQ01000052.1_5,GB_GCA_019112785,-167.64999999999998,985,-0.17020304568527916
DXIQ01000053.1_1,GB_GCA_019112785,-508.7,1456,-0.3493818681318681
DXIQ01000053.1_2,GB_GCA_019112785,-217.42000000000002,1435,-0.15151219512195124
DXIQ01000053.1_3,GB_GCA_019112785,-287.95,1560,-0.18458333333333332
DXIQ01000053.1_4,GB_GCA_019112785,-218.29,1063,-0.2053527751646284
DXIQ01000053.1_5,GB_GCA_019112785,-309.62,2015,-0.15365756823821342
DXIQ01000053.1_6,GB_GCA_019112785,-91.57000000000002,1174,-0.07799829642248725
DXIQ01000053.1_7,GB_GCA_019112785,-289.51,1966,-0.1472583926754832
DXIQ01000053.1_8,GB_GCA_019112785,-339.75,1684,-0.20175178147268408
DXIQ01000053.1_9,GB_GCA_019112785,-181.54000000000002,1620,-0.11206172839506175
DXIQ01000053.1_10,GB_GCA_019112785,-431.25,1483,-0.2907956844234659
DXIQ01000053.1_11,GB_GCA_019112785,-87.86000000000001,1515,-0.057993399339934006
DXIQ01000053.1_12,GB_GCA_019112785,-279.0,2326,-0.11994840928632847
DXIQ01000053.1_13,GB_GCA_019112785,-147.22000000000003,1355,-0.10864944649446497
DXIQ01000053.1_14,GB_GCA_019112785,-347.62,1690,-0.2056923076923077
DXIQ01000053.1_15,GB_GCA_019112785,-247.5,1826,-0.1355421686746988
DXIQ01000053.1_16,GB_GCA_019112785,-305.73,2099,-0.14565507384468795
DXIQ01000053.1_17,GB_GCA_019112785,-285.64,836,-0.34167464114832535
DXIQ01000053.1_18,GB_GCA_019112785,-229.76999999999998,950,-0.24186315789473684
DXIQ01000053.1_19,GB_GCA_019112785,-45.86000000000001,412,-0.1113106796116505
DXIQ01000053.1_20,GB_GCA_019112785,-7.8899999999999935,555,-0.014216216216216205
DXIQ01000053.1_21,GB_GCA_019112785,-281.69,1343,-0.20974683544303796
DXIQ01000053.1_22,GB_GCA_019112785,-63.93000000000001,383,-0.16691906005221935
DXIQ01000053.1_23,GB_GCA_019112785,-588.6600000000001,4096,-0.14371582031250002
DXIQ01000053.1_24,GB_GCA_019112785,-303.6,2376,-0.1277777777777778
DXIQ01000053.1_25,GB_GCA_019112785,-107.83,579,-0.1862348877374784
DXIQ01000053.1_26,GB_GCA_019112785,-135.88,642,-0.21165109034267912
DXIQ01000053.1_27,GB_GCA_019112785,-99.78,532,-0.18755639097744362
DXIQ01000053.1_28,GB_GCA_019112785,-650.49,1996,-0.3258967935871743
DXIQ01000053.1_29,GB_GCA_019112785,-303.1,1549,-0.19567462879276953
DXIQ01000053.1_30,GB_GCA_019112785,-814.6700000000001,5695,-0.1430500438981563
DXIQ01000054.1_1,GB_GCA_019112785,-173.42000000000002,1362,-0.12732745961820852
DXIQ01000054.1_2,GB_GCA_019112785,-303.2,2078,-0.14590952839268526
DXIQ01000054.1_3,GB_GCA_019112785,-161.68,958,-0.16876826722338206
DXIQ01000054.1_4,GB_GCA_019112785,-243.46999999999997,1477,-0.16484089370345292
DXIQ01000054.1_5,GB_GCA_019112785,-311.04,1501,-0.20722185209860094
DXIQ01000054.1_6,GB_GCA_019112785,-55.669999999999995,1308,-0.042561162079510696
DXIQ01000054.1_7,GB_GCA_019112785,-52.13,459,-0.11357298474945535
DXIQ01000054.1_8,GB_GCA_019112785,-243.17,1775,-0.13699718309859155
DXIQ01000054.1_9,GB_GCA_019112785,-63.7,904,-0.07046460176991151
DXIQ01000054.1_10,GB_GCA_019112785,-63.790000000000006,866,-0.07366050808314088
DXIQ01000054.1_11,GB_GCA_019112785,-35.68000000000001,665,-0.05365413533834588
DXIQ01000054.1_12,GB_GCA_019112785,-163.8,1586,-0.10327868852459017
DXIQ01000054.1_13,GB_GCA_019112785,-516.69,3175,-0.16273700787401577
DXIQ01000054.1_14,GB_GCA_019112785,-387.08000000000004,1146,-0.33776614310645725
DXIQ01000054.1_15,GB_GCA_019112785,-175.03,1427,-0.12265592151366503
DXIQ01000054.1_16,GB_GCA_019112785,-203.55,1341,-0.1517897091722595
DXIQ01000054.1_17,GB_GCA_019112785,-356.22,3720,-0.09575806451612905
DXIQ01000054.1_18,GB_GCA_019112785,-584.44,1968,-0.2969715447154472
DXIQ01000054.1_19,GB_GCA_019112785,-149.66,1445,-0.10357093425605536
DXIQ01000054.1_20,GB_GCA_019112785,-110.16999999999999,872,-0.12634174311926605
DXIQ01000054.1_21,GB_GCA_019112785,-459.27,2448,-0.18761029411764704
DXIQ01000054.1_22,GB_GCA_019112785,-163.65000000000003,944,-0.17335805084745767
DXIQ01000055.1_1,GB_GCA_019112785,-111.86000000000001,599,-0.18674457429048416
DXIQ01000055.1_2,GB_GCA_019112785,-51.769999999999996,417,-0.12414868105515586
DXIQ01000055.1_3,GB_GCA_019112785,-45.78000000000001,411,-0.11138686131386863
DXIQ01000055.1_4,GB_GCA_019112785,-175.54000000000002,847,-0.20724911452184183
DXIQ01000055.1_5,GB_GCA_019112785,-202.15999999999997,1022,-0.19780821917808217
DXIQ01000055.1_6,GB_GCA_019112785,-363.35,2284,-0.15908493870402804
DXIQ01000055.1_7,GB_GCA_019112785,-471.14,2900,-0.16246206896551724
DXIQ01000055.1_8,GB_GCA_019112785,-131.94,988,-0.13354251012145749
DXIQ01000055.1_9,GB_GCA_019112785,-107.98,515,-0.20966990291262136
DXIQ01000055.1_10,GB_GCA_019112785,-217.55,669,-0.325186846038864
DXIQ01000055.1_11,GB_GCA_019112785,-814.19,3404,-0.2391862514688602
DXIQ01000055.1_12,GB_GCA_019112785,-331.18,1857,-0.17834141087775984
